,Region,Major region,Year,variable,value
2195,Leicester,East Midlands,2016,Admissions count: women,745
2196,Leicestershire,East Midlands,2016,Admissions count: women,1610
2197,Lincolnshire,East Midlands,2016,Admissions count: women,3652
2198,Northamptonshire,East Midlands,2016,Admissions count: women,2475
2199,Nottingham,East Midlands,2016,Admissions count: women,2673
2200,Nottinghamshire,East Midlands,2016,Admissions count: women,4902
2201,Rutland,East Midlands,2016,Admissions count: women,50
2202,Birmingham,West Midlands,2016,Admissions count: women,7271
2203,Coventry,West Midlands,2016,Admissions count: women,3708
2204,Dudley,West Midlands,2016,Admissions count: women,3713
2205,Herefordshire,West Midlands,2016,Admissions count: women,425
2206,Sandwell,West Midlands,2016,Admissions count: women,1883
2207,Shropshire,West Midlands,2016,Admissions count: women,1455
2208,Solihull,West Midlands,2016,Admissions count: women,666
2209,Staffordshire,West Midlands,2016,Admissions count: women,3513
2210,Stoke-On-Trent,West Midlands,2016,Admissions count: women,1402
2211,Telford And Wrekin,West Midlands,2016,Admissions count: women,1148
2212,Walsall,West Midlands,2016,Admissions count: women,1128
2213,Warwickshire,West Midlands,2016,Admissions count: women,3874
2214,Wolverhampton,West Midlands,2016,Admissions count: women,1711
2215,Worcestershire,West Midlands,2016,Admissions count: women,5847
2216,East Of England,West Midlands,2016,Admissions count: women,30976
2217,Bedford,West Midlands,2016,Admissions count: women,433
2218,Cambridgeshire,West Midlands,2016,Admissions count: women,2465
2219,Central Bedfordshire,West Midlands,2016,Admissions count: women,1556
2220,Essex,West Midlands,2016,Admissions count: women,5545
2221,Hertfordshire,West Midlands,2016,Admissions count: women,7392
2222,Luton,West Midlands,2016,Admissions count: women,2771
2223,Norfolk,West Midlands,2016,Admissions count: women,3994
2224,Peterborough,West Midlands,2016,Admissions count: women,466
2225,Southend-On-Sea,West Midlands,2016,Admissions count: women,338
2226,Suffolk,West Midlands,2016,Admissions count: women,4590
2227,Thurrock,West Midlands,2016,Admissions count: women,1426
2228,Corporation Of The Of London,London,2016,Admissions count: women,17
2229,Barking And Dagenham,London,2016,Admissions count: women,792
2230,Barnet,London,2016,Admissions count: women,985
2231,Bexley,London,2016,Admissions count: women,759
2232,Brent,London,2016,Admissions count: women,2053
2233,Bromley,London,2016,Admissions count: women,591
2234,Camden,London,2016,Admissions count: women,653
2235,Croydon,London,2016,Admissions count: women,918
2236,Ealing,London,2016,Admissions count: women,1563
2237,Enfield,London,2016,Admissions count: women,1537
2238,Greenwich,London,2016,Admissions count: women,818
2239,Hackney,London,2016,Admissions count: women,1374
2240,Hammersmith And Fulham,London,2016,Admissions count: women,344
2241,Haringey,London,2016,Admissions count: women,1100
2242,Harrow,London,2016,Admissions count: women,1507
2243,Havering,London,2016,Admissions count: women,825
2244,Hillingdon,London,2016,Admissions count: women,1768
2245,Hounslow,London,2016,Admissions count: women,695
2246,Islington,London,2016,Admissions count: women,1140
2247,Lambeth,London,2016,Admissions count: women,1012
2248,Lewisham,London,2016,Admissions count: women,653
2249,Merton,London,2016,Admissions count: women,450
2250,Newham,London,2016,Admissions count: women,1143
2251,Redbridge,London,2016,Admissions count: women,835
2252,Richmond Upon Thames,London,2016,Admissions count: women,224
2253,Southwark,London,2016,Admissions count: women,1116
2254,Sutton,London,2016,Admissions count: women,704
2255,Tower Hamlets,London,2016,Admissions count: women,772
2256,Waltham Forest,London,2016,Admissions count: women,1436
2257,Wandsworth,London,2016,Admissions count: women,612
2258,Royal Of Kensington And Chelsea,London,2016,Admissions count: women,298
2259,Royal Of Kingston-Upon-Thames,London,2016,Admissions count: women,246
2260,Westminster,London,2016,Admissions count: women,573
2261,Bracknell Forest,South East,2016,Admissions count: women,453
2262,Brighton And Hove,South East,2016,Admissions count: women,1188
2263,Buckinghamshire,South East,2016,Admissions count: women,1850
2264,East Sussex,South East,2016,Admissions count: women,1932
2265,Hampshire,South East,2016,Admissions count: women,5331
2266,Isle Of Wight,South East,2016,Admissions count: women,995
2267,Kent,South East,2016,Admissions count: women,5613
2268,Medway,South East,2016,Admissions count: women,2197
2269,Milton Keynes,South East,2016,Admissions count: women,1179
2270,Oxfordshire,South East,2016,Admissions count: women,2161
2271,Portsmouth,South East,2016,Admissions count: women,751
2272,Reading,South East,2016,Admissions count: women,1029
2273,Royal Of Windsor & Maidenhead,South East,2016,Admissions count: women,1064
2274,Slough,South East,2016,Admissions count: women,1728
2275,Southampton,South East,2016,Admissions count: women,2837
2276,Surrey,South East,2016,Admissions count: women,2826
2277,West Berkshire District,South East,2016,Admissions count: women,747
2278,Wokingham,West Sussex,2016,Admissions count: women,706
2279,Bath And North East Somerset,South West,2016,Admissions count: women,803
2280,Borough Of Poole,South West,2016,Admissions count: women,1266
2281,Bournemouth,South West,2016,Admissions count: women,1486
2282,Bristol,South West,2016,Admissions count: women,3483
2283,Cornwall,South West,2016,Admissions count: women,7889
2284,Devon,South West,2016,Admissions count: women,4499
2285,Dorset,South West,2016,Admissions count: women,2402
2286,Gloucestershire,South West,2016,Admissions count: women,959
2287,North Somerset District,South West,2016,Admissions count: women,1218
2288,Plymouth,South West,2016,Admissions count: women,2841
2289,Somerset,South West,2016,Admissions count: women,3098
2290,South Gloucestershire,South West,2016,Admissions count: women,1685
2291,Swindon,South West,2016,Admissions count: women,1326
2292,The Of The Isles Of Scilly,South West,2016,Admissions count: women,19
2293,Torbay,South West,2016,Admissions count: women,1721
2294,Wiltshire,South West,2016,Admissions count: women,3212
2295,Darlington,North East,2019,Admissions count: women,355
2296,County Durham,North East,2019,Admissions count: women,2200
2297,Gateshead,North East,2019,Admissions count: women,1425
2298,Hartlepool,North East,2019,Admissions count: women,805
2299,Middlesbrough,North East,2019,Admissions count: women,505
2300,Newcastle Upon Tyne,North East,2019,Admissions count: women,1340
2301,North Tyneside,North East,2019,Admissions count: women,1770
2302,Northumberland,North East,2019,Admissions count: women,2895
2303,Redcar And Cleveland,North East,2019,Admissions count: women,515
2304,South Tyneside,North East,2019,Admissions count: women,680
2305,Stockton-On-Tees,North East,2019,Admissions count: women,1365
2306,Sunderland,North East,2019,Admissions count: women,1915
2307,Blackburn With Darwen,North West,2019,Admissions count: women,2345
2308,Blackpool,North West,2019,Admissions count: women,1620
2309,Bolton,North West,2019,Admissions count: women,1220
2310,Bury,North West,2019,Admissions count: women,1230
2311,Cheshire East,North West,2019,Admissions count: women,3655
2312,Cheshire West And Chester,North West,2019,Admissions count: women,3495
2313,Cumbria,North West,2019,Admissions count: women,3395
2314,Halton,North West,2019,Admissions count: women,1145
2315,Knowsley,North West,2019,Admissions count: women,1370
2316,Lancashire,North West,2019,Admissions count: women,11410
2317,Liverpool,North West,2019,Admissions count: women,3865
2318,Manchester,North West,2019,Admissions count: women,4945
2319,Oldham,North West,2019,Admissions count: women,1640
2320,Rochdale,North West,2019,Admissions count: women,1680
2321,Salford,North West,2019,Admissions count: women,4045
2322,Sefton,North West,2019,Admissions count: women,1915
2323,St. Helens,North West,2019,Admissions count: women,1455
2324,Stockport,North West,2019,Admissions count: women,3750
2325,Tameside,North West,2019,Admissions count: women,1395
2326,Trafford,North West,2019,Admissions count: women,2055
2327,Warrington,North West,2019,Admissions count: women,1095
2328,Wigan,North West,2019,Admissions count: women,5190
2329,Wirral,North West,2019,Admissions count: women,7085
2330,Yorkshire And The Humber,North West,2019,Admissions count: women,49890
2331,Barnsley,North West,2019,Admissions count: women,950
2332,Calderdale,North West,2019,Admissions count: women,2015
2333,Bradford,North West,2019,Admissions count: women,6890
2334,Doncaster,North West,2019,Admissions count: women,3540
2335,East Riding Of Yorkshire,North West,2019,Admissions count: women,2655
2336,Kingston Upon Hull,North West,2019,Admissions count: women,1780
2337,Kirklees,North West,2019,Admissions count: women,4820
2338,Leeds,North West,2019,Admissions count: women,4545
2339,North East Lincolnshire,North West,2019,Admissions count: women,1035
2340,North Lincolnshire,North West,2019,Admissions count: women,730
2341,Rotherham,North Yorkshire,2019,Admissions count: women,2690
2342,Sheffield,North Yorkshire,2019,Admissions count: women,3775
2343,Wakefield,North Yorkshire,2019,Admissions count: women,5395
2344,York,North Yorkshire,2019,Admissions count: women,3305
2345,Derby,East Midlands,2019,Admissions count: women,3390
2346,Derbyshire,East Midlands,2019,Admissions count: women,10775
2347,Leicester,East Midlands,2019,Admissions count: women,2885
2348,Leicestershire,East Midlands,2019,Admissions count: women,6255
2349,Lincolnshire,East Midlands,2019,Admissions count: women,5985
2350,Northamptonshire,East Midlands,2019,Admissions count: women,8800
2351,Nottingham,East Midlands,2019,Admissions count: women,5985
2352,Nottinghamshire,East Midlands,2019,Admissions count: women,14545
2353,Rutland,East Midlands,2019,Admissions count: women,245
2354,Birmingham,West Midlands,2019,Admissions count: women,11120
2355,Coventry,West Midlands,2019,Admissions count: women,4320
2356,Dudley,West Midlands,2019,Admissions count: women,5040
2357,Herefordshire,West Midlands,2019,Admissions count: women,1200
2358,Sandwell,West Midlands,2019,Admissions count: women,2750
2359,Shropshire,West Midlands,2019,Admissions count: women,3250
2360,Solihull,West Midlands,2019,Admissions count: women,1905
2361,Staffordshire,West Midlands,2019,Admissions count: women,11690
2362,Stoke-On-Trent,West Midlands,2019,Admissions count: women,3635
2363,Telford And Wrekin,West Midlands,2019,Admissions count: women,2325
2364,Walsall,West Midlands,2019,Admissions count: women,3710
2365,Warwickshire,West Midlands,2019,Admissions count: women,7290
2366,Wolverhampton,West Midlands,2019,Admissions count: women,4675
2367,Worcestershire,West Midlands,2019,Admissions count: women,7680
2368,East Of England,West Midlands,2019,Admissions count: women,42030
2369,Bedford,West Midlands,2019,Admissions count: women,735
2370,Cambridgeshire,West Midlands,2019,Admissions count: women,4070
2371,Central Bedfordshire,West Midlands,2019,Admissions count: women,1445
2372,Essex,West Midlands,2019,Admissions count: women,7515
2373,Hertfordshire,West Midlands,2019,Admissions count: women,9635
2374,Luton,West Midlands,2019,Admissions count: women,1440
2375,Norfolk,West Midlands,2019,Admissions count: women,7305
2376,Peterborough,West Midlands,2019,Admissions count: women,1365
2377,Southend-On-Sea,West Midlands,2019,Admissions count: women,970
2378,Suffolk,West Midlands,2019,Admissions count: women,6935
2379,Thurrock,West Midlands,2019,Admissions count: women,615
2380,City Of London,London,2019,Admissions count: women,30
2381,Barking And Dagenham,London,2019,Admissions count: women,1895
2382,Barnet,London,2019,Admissions count: women,1480
2383,Bexley,London,2019,Admissions count: women,1410
2384,Brent,London,2019,Admissions count: women,2925
2385,Bromley,London,2019,Admissions count: women,2005
2386,Camden,London,2019,Admissions count: women,790
2387,Croydon,London,2019,Admissions count: women,2190
2388,Ealing,London,2019,Admissions count: women,3020
2389,Enfield,London,2019,Admissions count: women,1850
2390,Greenwich,London,2019,Admissions count: women,1850
2391,Hackney,London,2019,Admissions count: women,2820
2392,Hammersmith And Fulham,London,2019,Admissions count: women,1135
2393,Haringey,London,2019,Admissions count: women,1420
2394,Harrow,London,2019,Admissions count: women,1935
2395,Havering,London,2019,Admissions count: women,1950
2396,Hillingdon,London,2019,Admissions count: women,1900
2397,Hounslow,London,2019,Admissions count: women,1225
2398,Islington,London,2019,Admissions count: women,1290
2399,Lambeth,London,2019,Admissions count: women,2570
2400,Lewisham,London,2019,Admissions count: women,1830
2401,Merton,London,2019,Admissions count: women,695
2402,Newham,London,2019,Admissions count: women,1525
2403,Redbridge,London,2019,Admissions count: women,1650
2404,Richmond Upon Thames,London,2019,Admissions count: women,495
2405,Southwark,London,2019,Admissions count: women,2760
2406,Sutton,London,2019,Admissions count: women,815
2407,Tower Hamlets,London,2019,Admissions count: women,1260
2408,Waltham Forest,London,2019,Admissions count: women,1325
