,Region,Major region,Year,variable,quantity
1088,Cheshire West And Chester,North West,2015,Admissions count: men,908.0
1206,Bath And North East Somerset,South West,2015,Admissions count: men,408.0
1205,Wokingham,West Sussex,2015,Admissions count: men,315.0
1204,West Berkshire District,South East,2015,Admissions count: men,305.0
1203,Surrey,South East,2015,Admissions count: men,920.0
1183,Waltham Forest,London,2015,Admissions count: men,793.0
1182,Tower Hamlets,London,2015,Admissions count: men,272.0
1181,Sutton,London,2015,Admissions count: men,265.0
1180,Southwark,London,2015,Admissions count: men,429.0
1179,Richmond Upon Thames,London,2015,Admissions count: men,139.0
1178,Redbridge,London,2015,Admissions count: men,547.0
1177,Newham,London,2015,Admissions count: men,513.0
1176,Merton,London,2015,Admissions count: men,256.0
1175,Lewisham,London,2015,Admissions count: men,266.0
1174,Lambeth,London,2015,Admissions count: men,377.0
1173,Islington,London,2015,Admissions count: men,470.0
1172,Hounslow,London,2015,Admissions count: men,294.0
1171,Hillingdon,London,2015,Admissions count: men,658.0
1170,Havering,London,2015,Admissions count: men,470.0
1169,Harrow,London,2015,Admissions count: men,770.0
1184,Wandsworth,London,2015,Admissions count: men,290.0
1167,Hammersmith And Fulham,London,2015,Admissions count: men,247.0
1185,Royal Of Kensington And Chelsea,London,2015,Admissions count: men,123.0
1187,Westminster,London,2015,Admissions count: men,249.0
1202,Southampton,South East,2015,Admissions count: men,1068.0
1201,Slough,South East,2015,Admissions count: men,578.0
1200,Royal Of Windsor & Maidenhead,South East,2015,Admissions count: men,526.0
1199,Reading,South East,2015,Admissions count: men,383.0
1198,Portsmouth,South East,2015,Admissions count: men,360.0
1197,Oxfordshire,South East,2015,Admissions count: men,747.0
1196,Milton Keynes,South East,2015,Admissions count: men,489.0
1195,Medway,South East,2015,Admissions count: men,1097.0
1194,Kent,South East,2015,Admissions count: men,3076.0
1193,Isle Of Wight,South East,2015,Admissions count: men,332.0
1192,Hampshire,South East,2015,Admissions count: men,2319.0
1191,East Sussex,South East,2015,Admissions count: men,1142.0
1190,Buckinghamshire,South East,2015,Admissions count: men,1170.0
1189,Brighton And Hove,South East,2015,Admissions count: men,525.0
1188,Bracknell Forest,South East,2015,Admissions count: men,334.0
1186,Royal Of Kingston-Upon-Thames,London,2015,Admissions count: men,148.0
1086,Bury,North West,2015,Admissions count: men,388.0
1085,Bolton,North West,2015,Admissions count: men,496.0
1084,Blackpool,North West,2015,Admissions count: men,283.0
4782,Derbyshire,East Midlands,2015,"Admissions per 100,000 population: women",929.9614838840462
4781,Derby,East Midlands,2015,"Admissions per 100,000 population: women",1711.8728187998772
4780,York,North Yorkshire,2015,"Admissions per 100,000 population: women",714.7266484046453
4779,Wakefield,North Yorkshire,2015,"Admissions per 100,000 population: women",704.4603904927646
4778,Sheffield,North Yorkshire,2015,"Admissions per 100,000 population: women",818.9440081540492
4777,Rotherham,North Yorkshire,2015,"Admissions per 100,000 population: women",899.9559143217647
4776,North Lincolnshire,North West,2015,"Admissions per 100,000 population: women",1004.9251863030686
4775,North East Lincolnshire,North West,2015,"Admissions per 100,000 population: women",1808.626892427833
4774,Leeds,North West,2015,"Admissions per 100,000 population: women",1014.1161670842741
4773,Kirklees,North West,2015,"Admissions per 100,000 population: women",732.3353514471353
4772,Kingston-Upon-Hull,North West,2015,"Admissions per 100,000 population: women",662.6177684341665
4771,East Riding Of Yorkshire,North West,2015,"Admissions per 100,000 population: women",562.0797534553604
4770,Doncaster,North West,2015,"Admissions per 100,000 population: women",380.43372049847244
4769,City Of Bradford,North West,2015,"Admissions per 100,000 population: women",2454.256478226196
4768,Calderdale,North West,2015,"Admissions per 100,000 population: women",980.2617830885846
4783,Leicester,East Midlands,2015,"Admissions per 100,000 population: women",351.75760164193093
4767,Barnsley,North West,2015,"Admissions per 100,000 population: women",392.31760159269237
4784,Leicestershire,East Midlands,2015,"Admissions per 100,000 population: women",364.02031574350474
4786,Northamptonshire,East Midlands,2015,"Admissions per 100,000 population: women",619.3808424584312
4801,Warwickshire,West Midlands,2015,"Admissions per 100,000 population: women",1235.4298093774628
4800,Walsall,West Midlands,2015,"Admissions per 100,000 population: women",658.446326866923
4799,Telford And Wrekin,West Midlands,2015,"Admissions per 100,000 population: women",1243.4061793519218
4798,Stoke-On-Trent,West Midlands,2015,"Admissions per 100,000 population: women",485.28627912712113
4797,Staffordshire,West Midlands,2015,"Admissions per 100,000 population: women",751.9145328447202
4796,Solihull,West Midlands,2015,"Admissions per 100,000 population: women",473.5236110594277
4795,Shropshire,West Midlands,2015,"Admissions per 100,000 population: women",799.6348933927275
4794,Sandwell,West Midlands,2015,"Admissions per 100,000 population: women",1081.6101184501103
4793,Herefordshire,West Midlands,2015,"Admissions per 100,000 population: women",291.6874383478824
4792,Dudley,West Midlands,2015,"Admissions per 100,000 population: women",1740.9248663352407
4791,Coventry,West Midlands,2015,"Admissions per 100,000 population: women",2086.519554293205
4790,Birmingham,West Midlands,2015,"Admissions per 100,000 population: women",1078.67458537881
4789,Rutland,East Midlands,2015,"Admissions per 100,000 population: women",380.8280289429302
4788,Nottinghamshire,East Midlands,2015,"Admissions per 100,000 population: women",698.9426822481914
4787,Nottingham,East Midlands,2015,"Admissions per 100,000 population: women",885.7712049732971
4785,Lincolnshire,East Midlands,2015,"Admissions per 100,000 population: women",1050.6998377734542
4766,Yorkshire And The Humber,North West,2015,"Admissions per 100,000 population: women",937.1304566844453
4765,Wirral,North West,2015,"Admissions per 100,000 population: women",3167.156484871844
4764,Wigan,North West,2015,"Admissions per 100,000 population: women",780.6241266884025
4743,Blackburn With Darwen,North West,2015,"Admissions per 100,000 population: women",963.3182463014255
4742,Sunderland,North East,2015,"Admissions per 100,000 population: women",904.709145183941
4741,Stockton-On-Tees,North East,2015,"Admissions per 100,000 population: women",583.8037607115299
4740,South Tyneside,North East,2015,"Admissions per 100,000 population: women",533.8819730194281
1094,Manchester,North West,2015,Admissions count: men,901.0
2902,Durham,North East,2015,"Admissions per 100,000 population",488.60660869025907
4739,Redcar And Cleveland,North East,2015,"Admissions per 100,000 population: women",534.73623522629
4738,Northumberland,North East,2015,"Admissions per 100,000 population: women",1746.0248689398206
4737,North Tyneside,North East,2015,"Admissions per 100,000 population: women",1911.9617224880383
4736,Newcastle-Upon-Tyne,North East,2015,"Admissions per 100,000 population: women",1125.4706991942892
4735,Middlesbrough,North East,2015,"Admissions per 100,000 population: women",480.7148512611695
4734,Hartlepool,North East,2015,"Admissions per 100,000 population: women",703.987859371048
4733,Gateshead,North East,2015,"Admissions per 100,000 population: women",905.7988792824267
4732,Durham,North East,2015,"Admissions per 100,000 population: women",607.4654304212293
4731,Darlington,North East,2015,"Admissions per 100,000 population: women",422.6651901070506
4744,Blackpool,North West,2015,"Admissions per 100,000 population: women",584.04716876182
4745,Bolton,North West,2015,"Admissions per 100,000 population: women",480.215000530429
4746,Bury,North West,2015,"Admissions per 100,000 population: women",535.2981925813967
4747,Cheshire East,North West,2015,"Admissions per 100,000 population: women",768.4094817838039
4763,Warrington,North West,2015,"Admissions per 100,000 population: women",502.96458935843
4762,Trafford,North West,2015,"Admissions per 100,000 population: women",471.2767857902393
4761,Tameside,North West,2015,"Admissions per 100,000 population: women",1134.3672246350316
4760,Stockport,North West,2015,"Admissions per 100,000 population: women",676.3112542312367
4759,St Helens,North West,2015,"Admissions per 100,000 population: women",1224.4396821144746
4758,Sefton,North West,2015,"Admissions per 100,000 population: women",1205.9630124463822
4757,Salford,North West,2015,"Admissions per 100,000 population: women",1375.1582689776033
4802,Wolverhampton,West Midlands,2015,"Admissions per 100,000 population: women",624.9656072385953
4756,Rochdale,North West,2015,"Admissions per 100,000 population: women",699.6955028830046
4754,Manchester,North West,2015,"Admissions per 100,000 population: women",714.8864592094197
4753,Liverpool,North West,2015,"Admissions per 100,000 population: women",1058.62542464695
4752,Lancashire,North West,2015,"Admissions per 100,000 population: women",1030.8865223358746
4751,Knowsley,North West,2015,"Admissions per 100,000 population: women",1433.9770354906054
4750,Halton,North West,2015,"Admissions per 100,000 population: women",1117.8467883222995
4749,Cumbria,North West,2015,"Admissions per 100,000 population: women",746.4015608736777
4748,Cheshire West And Chester,North West,2015,"Admissions per 100,000 population: women",1303.8638893305772
4755,Oldham Metropolitian,North West,2015,"Admissions per 100,000 population: women",598.2010682780293
4803,Worcestershire,West Midlands,2015,"Admissions per 100,000 population: women",1928.756824487604
1093,Liverpool,North West,2015,Admissions count: men,1299.0
4805,Bedford,West Midlands,2015,"Admissions per 100,000 population: women",500.38444170521257
4860,Royal Of Windsor & Maidenhead,South East,2015,"Admissions per 100,000 population: women",1072.7120430165635
4859,Reading,South East,2015,"Admissions per 100,000 population: women",984.0828701364326
4857,Oxfordshire,South East,2015,"Admissions per 100,000 population: women",587.1098103963141
4856,Milton Keynes,South East,2015,"Admissions per 100,000 population: women",891.730592087439
4855,Medway,South East,2015,"Admissions per 100,000 population: women",1658.3723653395784
4854,Kent,South East,2015,"Admissions per 100,000 population: women",622.5890256383342
4853,Isle Of Wight,South East,2015,"Admissions per 100,000 population: women",694.7974919505169
4852,Hampshire,South East,2015,"Admissions per 100,000 population: women",652.5333259137443
4851,East Sussex,South East,2015,"Admissions per 100,000 population: women",643.0077428547663
4850,Buckinghamshire,South East,2015,"Admissions per 100,000 population: women",508.87488447627345
4849,Brighton And Hove,South East,2015,"Admissions per 100,000 population: women",702.6081447833504
4848,Bracknell Forest,South East,2015,"Admissions per 100,000 population: women",814.9070017218747
4847,Westminster,London,2015,"Admissions per 100,000 population: women",535.1425383896745
4846,Royal Of Kingston-Upon-Thames,London,2015,"Admissions per 100,000 population: women",245.53859890271266
4845,Royal Of Kensington And Chelsea,London,2015,"Admissions per 100,000 population: women",344.00030464971627
4861,Slough,South East,2015,"Admissions per 100,000 population: women",1720.5626856470324
4844,Wandsworth,London,2015,"Admissions per 100,000 population: women",317.0781650419772
4862,Southampton,South East,2015,"Admissions per 100,000 population: women",1787.435160433409
4864,West Berkshire District,South East,2015,"Admissions per 100,000 population: women",770.0264337432478
4804,East Of England,West Midlands,2015,"Admissions per 100,000 population: women",855.8845534460032
1075,Middlesbrough,North East,2015,Admissions count: men,165.0
1076,Newcastle-Upon-Tyne,North East,2015,Admissions count: men,786.0
1074,Hartlepool,North East,2015,Admissions count: men,172.0
1073,Gateshead,North East,2015,Admissions count: men,440.0
1077,North Tyneside,North East,2015,Admissions count: men,924.0
1078,Northumberland,North East,2015,Admissions count: men,1642.0
1079,Redcar And Cleveland,North East,2015,Admissions count: men,170.0
1080,South Tyneside,North East,2015,Admissions count: men,227.0
1081,Stockton-On-Tees,North East,2015,Admissions count: men,263.0
1082,Sunderland,North East,2015,Admissions count: men,472.0
1083,Blackburn With Darwen,North West,2015,Admissions count: men,399.0
1072,Durham,North East,2015,Admissions count: men,925.0
1071,Darlington,North East,2015,Admissions count: men,154.0
4865,Wokingham,West Sussex,2015,"Admissions per 100,000 population: women",694.9835958826918
4863,Surrey,South East,2015,"Admissions per 100,000 population: women",378.5574949102587
4843,Waltham Forest,London,2015,"Admissions per 100,000 population: women",1094.624544532512
4858,Portsmouth,South East,2015,"Admissions per 100,000 population: women",633.0348608103627
4841,Sutton,London,2015,"Admissions per 100,000 population: women",664.9901096388776
4821,Camden,London,2015,"Admissions per 100,000 population: women",540.7969639468691
4820,Bromley,London,2015,"Admissions per 100,000 population: women",269.2889561270802
4819,Brent,London,2015,"Admissions per 100,000 population: women",1552.5003661557469
4818,Bexley,London,2015,"Admissions per 100,000 population: women",480.49124121474705
4817,Barnet,London,2015,"Admissions per 100,000 population: women",481.94942977270443
4816,Barking And Dagenham,London,2015,"Admissions per 100,000 population: women",803.7259083410454
